"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","SrcMemType","DstMemType","Device","Context","Stream","Name","Correlation_ID"
1.345283,6.275631,,,,,,,,,,39.062500,6.078588,"Device","Pinned","NVIDIA GeForce GTX 1080 (0)","1","20","[CUDA memcpy DtoH]",430
1.425845,6.424561,,,,,,,,,,39.062500,5.937678,"Pinned","Device","NVIDIA GeForce GTX 1080 (0)","1","21","[CUDA memcpy HtoD]",445
1.425869,0.146146,,,,,,,,,,39.062500,261.019615,"Device",,"NVIDIA GeForce GTX 1080 (0)","1","7","[CUDA memset]",447
1.432271,6.322095,,,,,,,,,,39.062500,6.033913,"Pinned","Device","NVIDIA GeForce GTX 1080 (0)","1","21","[CUDA memcpy HtoD]",446
1.438595,17.232569,25,25,1,32,32,1,64,32.000000,0,,,,,"NVIDIA GeForce GTX 1080 (0)","1","21","void MatrixMulCUDA<int=4, int=4>(float*, float*, float*, int)",448
1.455838,17.252186,25,25,1,32,32,1,64,32.000000,0,,,,,"NVIDIA GeForce GTX 1080 (0)","1","21","void MatrixMulCUDA<int=4, int=4>(float*, float*, float*, int)",451
1.473112,6.295535,,,,,,,,,,39.062500,6.059369,"Device","Pinned","NVIDIA GeForce GTX 1080 (0)","1","21","[CUDA memcpy DtoH]",455
1.553476,6.461906,,,,,,,,,,39.062500,5.903362,"Pinned","Device","NVIDIA GeForce GTX 1080 (0)","1","22","[CUDA memcpy HtoD]",470
1.553500,0.145986,,,,,,,,,,39.062500,261.305691,"Device",,"NVIDIA GeForce GTX 1080 (0)","1","7","[CUDA memset]",472
1.559939,6.319856,,,,,,,,,,39.062500,6.036051,"Pinned","Device","NVIDIA GeForce GTX 1080 (0)","1","22","[CUDA memcpy HtoD]",471
1.566299,6.265231,,,,,,,,,,39.062500,6.088678,"Device","Pinned","NVIDIA GeForce GTX 1080 (0)","1","22","[CUDA memcpy DtoH]",480
1.650146,6.481650,,,,,,,,,,39.062500,5.885380,"Pinned","Device","NVIDIA GeForce GTX 1080 (0)","1","23","[CUDA memcpy HtoD]",495
1.650172,0.145762,,,,,,,,,,39.062500,261.707253,"Device",,"NVIDIA GeForce GTX 1080 (0)","1","7","[CUDA memset]",497
1.656630,6.319984,,,,,,,,,,39.062500,6.035929,"Pinned","Device","NVIDIA GeForce GTX 1080 (0)","1","23","[CUDA memcpy HtoD]",496
1.662988,6.245583,,,,,,,,,,39.062500,6.107832,"Device","Pinned","NVIDIA GeForce GTX 1080 (0)","1","23","[CUDA memcpy DtoH]",505
